#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CDCA7	NCAPH	9606.ENSP00000306968	9606.ENSP00000240423	0	0	0	0	0.487	0	0	0.058	0.496
CDCA7	MND1	9606.ENSP00000306968	9606.ENSP00000240488	0	0	0	0	0.624	0	0	0	0.624
CDCA7	DLGAP5	9606.ENSP00000306968	9606.ENSP00000247191	0	0	0	0	0.581	0	0	0.069	0.594
CDCA7	NCAPG	9606.ENSP00000306968	9606.ENSP00000251496	0	0	0	0	0.662	0	0	0.231	0.729
CDCA7	GINS2	9606.ENSP00000306968	9606.ENSP00000253462	0	0	0	0	0.877	0	0	0.254	0.904
CDCA7	CCNB1	9606.ENSP00000306968	9606.ENSP00000256442	0	0	0	0	0.621	0	0	0.297	0.722
CDCA7	KIF23	9606.ENSP00000306968	9606.ENSP00000260363	0	0	0	0	0.573	0	0	0.042	0.574
CDCA7	KIF11	9606.ENSP00000306968	9606.ENSP00000260731	0	0	0	0	0.689	0	0	0.176	0.733
CDCA7	NDC80	9606.ENSP00000306968	9606.ENSP00000261597	0	0	0	0	0.524	0	0	0.075	0.541
CDCA7	MCM4	9606.ENSP00000306968	9606.ENSP00000262105	0	0	0	0	0.941	0	0	0.250	0.954
CDCA7	ASF1B	9606.ENSP00000306968	9606.ENSP00000263382	0	0	0	0	0.338	0	0	0.354	0.554
CDCA7	MCM6	9606.ENSP00000306968	9606.ENSP00000264156	0	0	0	0	0.560	0	0	0.402	0.725
CDCA7	DEPDC1B	9606.ENSP00000306968	9606.ENSP00000265036	0	0	0	0	0.342	0	0	0.194	0.447
CDCA7	MCM2	9606.ENSP00000306968	9606.ENSP00000265056	0	0	0	0	0.961	0	0	0.372	0.974
CDCA7	CENPE	9606.ENSP00000306968	9606.ENSP00000265148	0	0	0	0	0.422	0	0	0.204	0.520
CDCA7	TICRR	9606.ENSP00000306968	9606.ENSP00000268138	0	0	0	0	0.535	0	0	0.095	0.561
CDCA7	PLK4	9606.ENSP00000306968	9606.ENSP00000270861	0	0	0	0	0.549	0	0	0.080	0.568
CDCA7	NUF2	9606.ENSP00000306968	9606.ENSP00000271452	0	0	0	0	0.585	0	0	0.278	0.688
CDCA7	CCNA2	9606.ENSP00000306968	9606.ENSP00000274026	0	0	0	0	0.833	0	0	0.235	0.867
CDCA7	CDCA5	9606.ENSP00000306968	9606.ENSP00000275517	0	0	0	0	0.564	0	0	0.475	0.761
CDCA7	CENPU	9606.ENSP00000306968	9606.ENSP00000281453	0	0	0	0	0.531	0	0	0.234	0.626
CDCA7	ATAD2	9606.ENSP00000306968	9606.ENSP00000287394	0	0	0	0	0.232	0	0	0.293	0.434
CDCA7	BUB1B	9606.ENSP00000306968	9606.ENSP00000287598	0	0	0	0	0.561	0	0	0.125	0.599
CDCA7	CCNB2	9606.ENSP00000306968	9606.ENSP00000288207	0	0	0	0	0.589	0	0	0.348	0.721
CDCA7	MAD2L1	9606.ENSP00000306968	9606.ENSP00000296509	0	0	0	0	0.828	0	0	0.198	0.856
CDCA7	MELK	9606.ENSP00000306968	9606.ENSP00000298048	0	0	0	0	0.586	0	0	0.150	0.633
CDCA7	KIAA0101	9606.ENSP00000306968	9606.ENSP00000300035	0	0	0	0	0.448	0	0	0.070	0.464
CDCA7	PLK1	9606.ENSP00000306968	9606.ENSP00000300093	0	0	0	0	0.710	0	0	0.168	0.748
CDCA7	TPX2	9606.ENSP00000306968	9606.ENSP00000300403	0	0	0	0	0.549	0	0	0	0.549
CDCA7	CDT1	9606.ENSP00000306968	9606.ENSP00000301019	0	0	0	0	0.538	0	0	0	0.538
CDCA7	BIRC5	9606.ENSP00000306968	9606.ENSP00000301633	0	0	0	0	0.370	0	0	0.255	0.510
CDCA7	TK1	9606.ENSP00000306968	9606.ENSP00000301634	0	0	0	0	0.504	0	0	0	0.504
CDCA7	BUB1	9606.ENSP00000306968	9606.ENSP00000302530	0	0	0	0	0.710	0	0	0.270	0.779
CDCA7	FEN1	9606.ENSP00000306968	9606.ENSP00000305480	0	0	0	0	0.638	0	0	0.201	0.699
CDCA7	TACC3	9606.ENSP00000306968	9606.ENSP00000326550	0	0	0	0	0.347	0	0	0.126	0.405
CDCA7	KIF4A	9606.ENSP00000306968	9606.ENSP00000363524	0	0	0	0	0.383	0	0	0.084	0.411
CDCA7	ORC1	9606.ENSP00000306968	9606.ENSP00000360623	0	0	0	0	0.413	0	0	0.047	0.417
CDCA7	ZNF692	9606.ENSP00000306968	9606.ENSP00000391200	0	0	0	0	0	0	0	0.425	0.425
CDCA7	RAD51	9606.ENSP00000306968	9606.ENSP00000372088	0	0	0	0	0.355	0	0	0.152	0.430
CDCA7	NCAPG2	9606.ENSP00000306968	9606.ENSP00000387007	0	0	0	0	0.438	0	0	0	0.438
CDCA7	CCNE2	9606.ENSP00000306968	9606.ENSP00000429089	0	0	0	0	0.246	0	0	0.286	0.439
CDCA7	CKS1B	9606.ENSP00000306968	9606.ENSP00000311083	0	0	0	0	0.373	0	0	0.175	0.461
CDCA7	CDKN3	9606.ENSP00000306968	9606.ENSP00000335357	0	0	0	0	0.322	0	0	0.251	0.470
CDCA7	CENPK	9606.ENSP00000306968	9606.ENSP00000379911	0	0	0	0	0.343	0	0	0.246	0.484
CDCA7	FAM83D	9606.ENSP00000306968	9606.ENSP00000481110	0	0	0	0	0.417	0	0	0.173	0.497
CDCA7	CHAF1B	9606.ENSP00000306968	9606.ENSP00000315700	0	0	0	0	0.298	0	0	0.322	0.504
CDCA7	DSCC1	9606.ENSP00000306968	9606.ENSP00000322180	0	0	0	0	0.325	0	0	0.304	0.510
CDCA7	CDCA4	9606.ENSP00000306968	9606.ENSP00000337226	0	0	0	0	0.230	0	0	0.404	0.521
CDCA7	RMI2	9606.ENSP00000306968	9606.ENSP00000310356	0	0	0	0	0.525	0	0	0	0.525
CDCA7	CHEK1	9606.ENSP00000306968	9606.ENSP00000388648	0	0	0	0	0.525	0	0	0.046	0.528
CDCA7	CDCA3	9606.ENSP00000306968	9606.ENSP00000442068	0	0	0	0	0.212	0	0	0.428	0.531
CDCA7	KIF20A	9606.ENSP00000306968	9606.ENSP00000378356	0	0	0	0	0.518	0	0	0.088	0.542
CDCA7	SKA3	9606.ENSP00000306968	9606.ENSP00000319417	0	0	0	0	0.544	0	0	0	0.544
CDCA7	HMMR	9606.ENSP00000306968	9606.ENSP00000377492	0	0	0	0	0.548	0	0	0.053	0.554
CDCA7	SPAG5	9606.ENSP00000306968	9606.ENSP00000323300	0	0	0	0	0.482	0	0	0.186	0.560
CDCA7	PBK	9606.ENSP00000306968	9606.ENSP00000428489	0	0	0	0	0.560	0	0	0	0.560
CDCA7	PTTG1	9606.ENSP00000306968	9606.ENSP00000377536	0	0	0	0	0.539	0	0	0.094	0.565
CDCA7	WDHD1	9606.ENSP00000306968	9606.ENSP00000353793	0	0	0	0	0.581	0	0	0	0.581
CDCA7	UBE2T	9606.ENSP00000306968	9606.ENSP00000356243	0	0	0	0	0.567	0	0	0.077	0.583
CDCA7	TTK	9606.ENSP00000306968	9606.ENSP00000358813	0	0	0	0	0.591	0	0	0	0.591
CDCA7	MKI67	9606.ENSP00000306968	9606.ENSP00000357643	0	0	0	0	0.548	0	0	0.154	0.601
CDCA7	KIF2C	9606.ENSP00000306968	9606.ENSP00000361298	0	0	0	0	0.532	0	0	0.182	0.601
CDCA7	RFC4	9606.ENSP00000306968	9606.ENSP00000376272	0	0	0	0	0.499	0	0	0.239	0.602
CDCA7	EXO1	9606.ENSP00000306968	9606.ENSP00000355506	0	0	0	0	0.584	0	0	0.086	0.603
CDCA7	DTL	9606.ENSP00000306968	9606.ENSP00000355958	0	0	0	0	0.610	0	0	0	0.610
CDCA7	UBE2C	9606.ENSP00000306968	9606.ENSP00000348838	0	0	0	0	0.557	0	0	0.158	0.611
CDCA7	RAD54L	9606.ENSP00000306968	9606.ENSP00000361043	0	0	0	0	0.548	0	0	0.189	0.618
CDCA7	CENPF	9606.ENSP00000306968	9606.ENSP00000355922	0	0	0	0	0.562	0	0	0.177	0.625
CDCA7	NRK	9606.ENSP00000306968	9606.ENSP00000434830	0	0	0	0	0	0	0	0.628	0.628
CDCA7	DNMT3B	9606.ENSP00000306968	9606.ENSP00000328547	0	0	0	0	0.341	0	0	0.460	0.629
CDCA7	NUSAP1	9606.ENSP00000306968	9606.ENSP00000453403	0	0	0	0	0.582	0	0	0.172	0.639
CDCA7	MCM10	9606.ENSP00000306968	9606.ENSP00000418268	0	0	0	0	0.467	0	0	0.370	0.650
CDCA7	KIF15	9606.ENSP00000306968	9606.ENSP00000324020	0	0	0	0	0.564	0	0	0.251	0.660
CDCA7	ZWINT	9606.ENSP00000306968	9606.ENSP00000363055	0	0	0	0	0.552	0	0	0.280	0.663
CDCA7	ASPM	9606.ENSP00000306968	9606.ENSP00000356379	0	0	0	0	0.587	0	0	0.225	0.667
CDCA7	TOP2A	9606.ENSP00000306968	9606.ENSP00000411532	0	0	0	0	0.585	0	0	0.237	0.670
CDCA7	RRM2	9606.ENSP00000306968	9606.ENSP00000353770	0	0	0	0	0.611	0	0	0.233	0.689
CDCA7	CDCA8	9606.ENSP00000306968	9606.ENSP00000362146	0	0	0	0	0.593	0	0	0.376	0.735
CDCA7	CDK1	9606.ENSP00000306968	9606.ENSP00000378699	0	0	0	0	0.713	0	0	0.228	0.769
CDCA7	CDC45	9606.ENSP00000306968	9606.ENSP00000405726	0	0	0	0	0.697	0	0	0.297	0.778
CDCA7	CDCA2	9606.ENSP00000306968	9606.ENSP00000328228	0	0	0	0	0.550	0	0	0.526	0.778
CDCA7	MCM7	9606.ENSP00000306968	9606.ENSP00000307288	0	0	0	0	0.728	0	0	0.276	0.794
CDCA7	ESCO2	9606.ENSP00000306968	9606.ENSP00000306999	0	0	0	0	0.822	0	0	0.188	0.849
CDCA7	AURKB	9606.ENSP00000306968	9606.ENSP00000313950	0	0	0	0	0.845	0	0	0.134	0.860
CDCA7	CDC20	9606.ENSP00000306968	9606.ENSP00000361540	0	0	0	0	0.837	0	0	0.280	0.878
CDCA7	UHRF1	9606.ENSP00000306968	9606.ENSP00000479617	0	0	0	0	0.890	0	0	0.222	0.911
CDCA7	TYMS	9606.ENSP00000306968	9606.ENSP00000315644	0	0	0	0	0.925	0	0	0.148	0.933
CDCA7	HELLS	9606.ENSP00000306968	9606.ENSP00000377601	0	0	0	0	0.863	0	0	0.896	0.985
CDCA8	TRIP13	9606.ENSP00000362146	9606.ENSP00000166345	0	0	0	0	0.830	0	0	0.320	0.879
CDCA8	CDC6	9606.ENSP00000362146	9606.ENSP00000209728	0	0	0	0	0.808	0	0	0.359	0.872
CDCA8	CENPM	9606.ENSP00000362146	9606.ENSP00000215980	0	0	0	0	0.808	0.063	0	0.349	0.872
CDCA8	POLE2	9606.ENSP00000362146	9606.ENSP00000216367	0	0	0	0	0.578	0	0	0.208	0.652
CDCA8	AURKA	9606.ENSP00000362146	9606.ENSP00000216911	0	0	0	0	0.933	0	0.540	0.610	0.987
CDCA8	MYBL2	9606.ENSP00000362146	9606.ENSP00000217026	0	0	0	0	0.624	0	0	0.279	0.717
CDCA8	ORC6	9606.ENSP00000362146	9606.ENSP00000219097	0	0	0	0	0.246	0	0	0.325	0.469
CDCA8	OIP5	9606.ENSP00000362146	9606.ENSP00000220514	0	0	0	0	0.901	0	0	0.294	0.927
CDCA8	RAD51AP1	9606.ENSP00000362146	9606.ENSP00000228843	0	0	0	0	0.806	0	0	0.293	0.857
CDCA8	GMNN	9606.ENSP00000362146	9606.ENSP00000230056	0	0	0	0	0.457	0	0	0.214	0.556
CDCA8	NUP155	9606.ENSP00000362146	9606.ENSP00000231498	0	0	0	0	0.183	0	0.900	0.044	0.915
CDCA8	NCAPH	9606.ENSP00000362146	9606.ENSP00000240423	0	0	0	0	0.852	0	0	0.403	0.908
CDCA8	MND1	9606.ENSP00000362146	9606.ENSP00000240488	0	0	0	0	0.569	0	0	0	0.569
CDCA8	DLGAP5	9606.ENSP00000362146	9606.ENSP00000247191	0	0	0	0	0.951	0	0	0.572	0.978
CDCA8	FAM64A	9606.ENSP00000362146	9606.ENSP00000250056	0	0	0	0	0.844	0	0	0.239	0.876
CDCA8	NCAPG	9606.ENSP00000362146	9606.ENSP00000251496	0	0	0	0	0.931	0	0	0.501	0.964
CDCA8	GINS2	9606.ENSP00000362146	9606.ENSP00000253462	0	0	0	0	0.834	0	0	0.261	0.872
CDCA8	CCNB1	9606.ENSP00000362146	9606.ENSP00000256442	0	0	0	0	0.968	0	0	0.553	0.985
CDCA8	TROAP	9606.ENSP00000362146	9606.ENSP00000257909	0	0	0	0	0.918	0	0	0.113	0.924
CDCA8	ESPL1	9606.ENSP00000362146	9606.ENSP00000257934	0	0	0	0	0.922	0	0	0.418	0.952
CDCA8	KIF23	9606.ENSP00000362146	9606.ENSP00000260363	0	0	0	0	0.879	0.270	0.900	0.563	0.995
CDCA8	KIF11	9606.ENSP00000362146	9606.ENSP00000260731	0	0	0	0	0.963	0	0	0.569	0.983
CDCA8	LMNB1	9606.ENSP00000362146	9606.ENSP00000261366	0	0	0	0	0.589	0	0	0.139	0.631
CDCA8	NDC80	9606.ENSP00000362146	9606.ENSP00000261597	0	0	0	0	0.958	0	0	0.567	0.981
CDCA8	MCM4	9606.ENSP00000362146	9606.ENSP00000262105	0	0	0	0	0.783	0	0	0.312	0.844
CDCA8	PRR11	9606.ENSP00000362146	9606.ENSP00000262293	0	0	0	0	0.626	0	0	0	0.626
CDCA8	PKMYT1	9606.ENSP00000362146	9606.ENSP00000262300	0	0	0	0	0.682	0	0	0.234	0.746
CDCA8	GINS1	9606.ENSP00000362146	9606.ENSP00000262460	0	0	0	0	0.359	0	0	0.257	0.504
CDCA8	CCNE1	9606.ENSP00000362146	9606.ENSP00000262643	0	0	0	0	0.314	0	0	0.328	0.519
CDCA8	E2F3	9606.ENSP00000362146	9606.ENSP00000262904	0	0	0	0	0.117	0	0	0.355	0.406
CDCA8	KIF18A	9606.ENSP00000362146	9606.ENSP00000263181	0	0	0	0	0.606	0	0	0.294	0.710
CDCA8	ASF1B	9606.ENSP00000362146	9606.ENSP00000263382	0	0	0	0	0.918	0	0	0.320	0.942
CDCA8	SGOL1	9606.ENSP00000362146	9606.ENSP00000263753	0	0	0	0	0.857	0.270	0	0.798	0.977
CDCA8	MCM6	9606.ENSP00000362146	9606.ENSP00000264156	0	0	0	0	0.588	0	0	0.261	0.683
CDCA8	POLQ	9606.ENSP00000362146	9606.ENSP00000264233	0	0	0	0	0.681	0	0	0.049	0.683
CDCA8	NEIL3	9606.ENSP00000362146	9606.ENSP00000264596	0	0	0	0	0.593	0	0	0	0.593
CDCA8	DEPDC1B	9606.ENSP00000362146	9606.ENSP00000265036	0	0	0	0	0.572	0	0	0.167	0.629
CDCA8	MCM2	9606.ENSP00000362146	9606.ENSP00000265056	0	0	0	0	0.812	0	0	0.256	0.854
CDCA8	CENPE	9606.ENSP00000362146	9606.ENSP00000265148	0	0	0	0	0.959	0	0	0.631	0.984
CDCA8	ANLN	9606.ENSP00000362146	9606.ENSP00000265748	0	0	0	0	0.778	0.270	0	0.337	0.883
CDCA8	TICRR	9606.ENSP00000362146	9606.ENSP00000268138	0	0	0	0	0.584	0	0	0.092	0.606
CDCA8	PLK4	9606.ENSP00000362146	9606.ENSP00000270861	0	0	0	0	0.750	0	0	0.123	0.771
CDCA8	NUF2	9606.ENSP00000362146	9606.ENSP00000271452	0	0	0	0	0.871	0	0	0.558	0.941
CDCA8	CCNA2	9606.ENSP00000362146	9606.ENSP00000274026	0	0	0	0	0.973	0	0	0.477	0.985
CDCA8	CDCA5	9606.ENSP00000362146	9606.ENSP00000275517	0	0	0	0	0.854	0	0	0.641	0.945
CDCA8	CENPU	9606.ENSP00000362146	9606.ENSP00000281453	0	0	0	0	0.573	0	0	0.331	0.703
CDCA8	SPC25	9606.ENSP00000362146	9606.ENSP00000282074	0	0	0	0	0.644	0	0	0.259	0.724
CDCA8	CENPH	9606.ENSP00000362146	9606.ENSP00000283006	0	0	0	0	0.356	0	0	0.608	0.737
CDCA8	SKA1	9606.ENSP00000362146	9606.ENSP00000285116	0	0	0	0	0.756	0	0	0.473	0.866
CDCA8	ATAD2	9606.ENSP00000362146	9606.ENSP00000287394	0	0	0	0	0.571	0	0	0.073	0.585
CDCA8	BUB1B	9606.ENSP00000362146	9606.ENSP00000287598	0	0	0	0	0.926	0	0	0.664	0.974
CDCA8	FANCD2	9606.ENSP00000362146	9606.ENSP00000287647	0	0	0	0	0.425	0	0	0.100	0.460
CDCA8	CCNB2	9606.ENSP00000362146	9606.ENSP00000288207	0	0	0	0	0.936	0	0	0.591	0.972
CDCA8	KIAA1524	9606.ENSP00000362146	9606.ENSP00000295746	0	0	0	0	0.424	0	0	0.057	0.433
CDCA8	POC1A	9606.ENSP00000362146	9606.ENSP00000296484	0	0	0	0	0.549	0	0	0	0.549
CDCA8	MAD2L1	9606.ENSP00000362146	9606.ENSP00000296509	0	0	0	0	0.968	0	0	0.483	0.982
CDCA8	MELK	9606.ENSP00000362146	9606.ENSP00000298048	0	0	0	0	0.911	0	0	0.459	0.950
CDCA8	KIAA0101	9606.ENSP00000362146	9606.ENSP00000300035	0	0	0	0	0.918	0	0	0.225	0.934
CDCA8	PLK1	9606.ENSP00000362146	9606.ENSP00000300093	0	0	0	0	0.956	0	0	0.638	0.983
CDCA8	TPX2	9606.ENSP00000362146	9606.ENSP00000300403	0	0	0	0	0.926	0	0	0.560	0.966
CDCA8	CDT1	9606.ENSP00000362146	9606.ENSP00000301019	0	0	0	0	0.795	0	0	0.188	0.827
CDCA8	BIRC5	9606.ENSP00000362146	9606.ENSP00000301633	0	0	0	0	0.948	0.908	0.900	0.854	0.999
CDCA8	TK1	9606.ENSP00000362146	9606.ENSP00000301634	0	0	0	0	0.723	0	0	0.373	0.819
CDCA8	BUB1	9606.ENSP00000362146	9606.ENSP00000302530	0	0	0	0	0.935	0	0.900	0.797	0.998
CDCA8	CDC25A	9606.ENSP00000362146	9606.ENSP00000303706	0	0	0	0	0.578	0	0	0.211	0.653
CDCA8	CKAP2L	9606.ENSP00000362146	9606.ENSP00000305204	0	0	0	0	0.757	0	0	0.392	0.846
CDCA8	FEN1	9606.ENSP00000362146	9606.ENSP00000305480	0	0	0	0	0.792	0	0	0.067	0.797
CDCA8	SHCBP1	9606.ENSP00000362146	9606.ENSP00000306473	0	0	0	0	0.856	0	0	0.554	0.933
CDCA8	CDCA7	9606.ENSP00000362146	9606.ENSP00000306968	0	0	0	0	0.593	0	0	0.376	0.735
CDCA8	ESCO2	9606.ENSP00000362146	9606.ENSP00000306999	0	0	0	0	0.691	0	0	0.057	0.696
CDCA8	MCM7	9606.ENSP00000362146	9606.ENSP00000307288	0	0	0	0	0.601	0	0	0.235	0.681
CDCA8	RMI2	9606.ENSP00000362146	9606.ENSP00000310356	0	0	0	0	0.704	0	0	0	0.704
CDCA8	FANCI	9606.ENSP00000362146	9606.ENSP00000310842	0	0	0	0	0.782	0	0	0.143	0.806
CDCA8	CKS1B	9606.ENSP00000362146	9606.ENSP00000311083	0	0	0	0	0.928	0	0	0.147	0.936
CDCA8	CLSPN	9606.ENSP00000362146	9606.ENSP00000312995	0	0	0	0	0.512	0	0	0.150	0.568
CDCA8	AURKB	9606.ENSP00000362146	9606.ENSP00000313950	0	0	0	0	0.968	0.897	0.900	0.990	0.999
CDCA8	TYMS	9606.ENSP00000362146	9606.ENSP00000315644	0	0	0	0	0.807	0	0	0.157	0.830
CDCA8	CHAF1B	9606.ENSP00000362146	9606.ENSP00000315700	0	0	0	0	0.569	0	0	0.148	0.617
CDCA8	SKA3	9606.ENSP00000362146	9606.ENSP00000319417	0	0	0	0	0.611	0	0	0.194	0.673
CDCA8	EZH2	9606.ENSP00000362146	9606.ENSP00000320147	0	0	0	0	0.540	0	0	0.074	0.556
CDCA8	CDC25C	9606.ENSP00000362146	9606.ENSP00000321656	0	0	0	0	0.727	0	0	0.347	0.814
CDCA8	DSCC1	9606.ENSP00000362146	9606.ENSP00000322180	0	0	0	0	0.559	0	0	0.141	0.605
CDCA8	E2F7	9606.ENSP00000362146	9606.ENSP00000323246	0	0	0	0	0.542	0	0	0.494	0.758
CDCA8	SPAG5	9606.ENSP00000362146	9606.ENSP00000323300	0	0	0	0	0.918	0	0	0.355	0.945
CDCA8	KIF15	9606.ENSP00000362146	9606.ENSP00000324020	0	0	0	0	0.891	0	0	0.369	0.928
CDCA8	TACC3	9606.ENSP00000362146	9606.ENSP00000326550	0	0	0	0	0.912	0	0	0.309	0.936
CDCA8	CDCA2	9606.ENSP00000362146	9606.ENSP00000328228	0	0	0	0	0.652	0	0	0.591	0.852
CDCA8	KNTC1	9606.ENSP00000362146	9606.ENSP00000328236	0	0	0	0	0.655	0	0	0.663	0.879
CDCA8	HIST2H2AC	9606.ENSP00000362146	9606.ENSP00000332194	0	0	0	0	0.062	0.212	0	0.264	0.409
CDCA8	PARPBP	9606.ENSP00000362146	9606.ENSP00000332915	0	0	0	0	0.477	0	0	0.066	0.491
CDCA8	ERCC6L	9606.ENSP00000362146	9606.ENSP00000334675	0	0	0	0	0.640	0	0	0.262	0.722
CDCA8	CDKN3	9606.ENSP00000362146	9606.ENSP00000335357	0	0	0	0	0.815	0	0	0.205	0.846
CDCA8	CASC5	9606.ENSP00000362146	9606.ENSP00000335463	0	0	0	0	0.441	0	0	0.771	0.867
CDCA8	CENPA	9606.ENSP00000362146	9606.ENSP00000336868	0	0	0	0	0.794	0.148	0.900	0.637	0.992
CDCA8	CDCA4	9606.ENSP00000362146	9606.ENSP00000337226	0	0	0	0	0.351	0	0	0.343	0.555
CDCA8	FOXM1	9606.ENSP00000362146	9606.ENSP00000342307	0	0	0	0	0.907	0	0	0.392	0.941
CDCA8	E2F1	9606.ENSP00000362146	9606.ENSP00000345571	0	0	0	0	0.390	0	0	0.329	0.573
CDCA8	BLM	9606.ENSP00000362146	9606.ENSP00000347232	0	0	0	0	0.565	0	0	0	0.565
CDCA8	UBE2C	9606.ENSP00000362146	9606.ENSP00000348838	0	0	0	0	0.961	0	0	0.414	0.976
CDCA8	SGOL2	9606.ENSP00000362146	9606.ENSP00000350447	0	0	0	0	0.557	0.320	0	0.556	0.854
CDCA8	RRM2	9606.ENSP00000362146	9606.ENSP00000353770	0	0	0	0	0.916	0	0	0.402	0.948
CDCA8	WDHD1	9606.ENSP00000362146	9606.ENSP00000353793	0	0	0	0	0.560	0	0	0.049	0.563
CDCA8	IQGAP3	9606.ENSP00000362146	9606.ENSP00000354451	0	0	0	0	0.758	0	0	0.096	0.772
CDCA8	ARHGAP11A	9606.ENSP00000362146	9606.ENSP00000355090	0	0	0	0	0.890	0	0	0.096	0.897
CDCA8	E2F2	9606.ENSP00000362146	9606.ENSP00000355249	0	0	0	0	0.174	0	0	0.358	0.447
CDCA8	EXO1	9606.ENSP00000362146	9606.ENSP00000355506	0	0	0	0	0.765	0	0	0.153	0.792
CDCA8	CENPF	9606.ENSP00000362146	9606.ENSP00000355922	0	0	0	0	0.891	0	0	0.574	0.951
CDCA8	DTL	9606.ENSP00000362146	9606.ENSP00000355958	0	0	0	0	0.787	0	0	0.123	0.806
CDCA8	NEK2	9606.ENSP00000362146	9606.ENSP00000355966	0	0	0	0	0.915	0	0	0.543	0.959
CDCA8	FAM72A	9606.ENSP00000362146	9606.ENSP00000356096	0	0	0	0	0.392	0	0	0.181	0.481
CDCA8	UBE2T	9606.ENSP00000362146	9606.ENSP00000356243	0	0	0	0	0.610	0	0	0.122	0.643
CDCA8	KIF14	9606.ENSP00000362146	9606.ENSP00000356319	0	0	0	0	0.788	0.270	0	0.268	0.876
CDCA8	ASPM	9606.ENSP00000362146	9606.ENSP00000356379	0	0	0	0	0.965	0	0	0.392	0.978
CDCA8	CENPW	9606.ENSP00000362146	9606.ENSP00000357308	0	0	0	0	0.840	0	0	0.164	0.861
CDCA8	MKI67	9606.ENSP00000362146	9606.ENSP00000357643	0	0	0	0	0.920	0	0	0.355	0.946
CDCA8	FAM72B	9606.ENSP00000362146	9606.ENSP00000358397	0	0	0	0	0.467	0	0	0.177	0.542
CDCA8	TTK	9606.ENSP00000362146	9606.ENSP00000358813	0	0	0	0	0.971	0.270	0	0.504	0.988
CDCA8	CEP55	9606.ENSP00000362146	9606.ENSP00000360540	0	0	0	0	0.912	0	0	0.551	0.958
CDCA8	ORC1	9606.ENSP00000362146	9606.ENSP00000360623	0	0	0	0	0.618	0	0	0.095	0.640
CDCA8	KIF20B	9606.ENSP00000362146	9606.ENSP00000360793	0	0	0	0	0.448	0	0	0.271	0.580
CDCA8	STIL	9606.ENSP00000362146	9606.ENSP00000360944	0	0	0	0	0.574	0	0	0.151	0.623
CDCA8	RAD54L	9606.ENSP00000362146	9606.ENSP00000361043	0	0	0	0	0.809	0	0	0.325	0.865
CDCA8	KIF2C	9606.ENSP00000362146	9606.ENSP00000361298	0	0	0	0	0.933	0.128	0.900	0.667	0.997
CDCA8	CDC20	9606.ENSP00000362146	9606.ENSP00000361540	0	0	0	0	0.989	0	0	0.660	0.996
CDCA8	CENPI	9606.ENSP00000362146	9606.ENSP00000362018	0	0	0	0	0.485	0	0	0.436	0.697
CDCA8	FAM72C	9606.ENSP00000362146	9606.ENSP00000463032	0	0	0	0	0.393	0	0	0.066	0.409
CDCA8	BRCA1	9606.ENSP00000362146	9606.ENSP00000418960	0	0	0	0	0.341	0	0	0.145	0.412
CDCA8	HELLS	9606.ENSP00000362146	9606.ENSP00000377601	0	0	0	0	0.401	0	0	0.066	0.417
CDCA8	CIT	9606.ENSP00000362146	9606.ENSP00000376306	0	0	0	0	0.238	0.270	0	0.095	0.452
CDCA8	CCNE2	9606.ENSP00000362146	9606.ENSP00000429089	0	0	0	0	0.268	0	0	0.292	0.460
CDCA8	RCC1	9606.ENSP00000362146	9606.ENSP00000362937	0	0	0	0	0.231	0	0	0.378	0.501
CDCA8	TIMELESS	9606.ENSP00000362146	9606.ENSP00000450607	0	0	0	0	0.539	0	0	0.090	0.563
CDCA8	FIGNL1	9606.ENSP00000362146	9606.ENSP00000410811	0	0	0	0	0.519	0	0	0.148	0.573
CDCA8	CENPK	9606.ENSP00000362146	9606.ENSP00000379911	0	0	0	0	0.377	0	0	0.430	0.630
CDCA8	MTFR2	9606.ENSP00000362146	9606.ENSP00000395232	0	0	0	0	0.598	0	0	0.140	0.640
CDCA8	RFC4	9606.ENSP00000362146	9606.ENSP00000376272	0	0	0	0	0.604	0	0	0.240	0.686
CDCA8	KPNA2	9606.ENSP00000362146	9606.ENSP00000438483	0	0	0	0	0.681	0	0	0.091	0.698
CDCA8	NCAPG2	9606.ENSP00000362146	9606.ENSP00000387007	0	0	0	0	0.642	0	0	0.288	0.734
CDCA8	FAM83D	9606.ENSP00000362146	9606.ENSP00000481110	0	0	0	0	0.664	0	0	0.300	0.754
CDCA8	RAD51	9606.ENSP00000362146	9606.ENSP00000372088	0	0	0	0	0.692	0	0	0.291	0.772
CDCA8	CCNF	9606.ENSP00000362146	9606.ENSP00000380256	0	0	0	0	0.677	0	0	0.373	0.789
CDCA8	EPHB2	9606.ENSP00000362146	9606.ENSP00000363763	0	0	0	0	0.811	0	0	0.073	0.817
CDCA8	DEPDC1	9606.ENSP00000362146	9606.ENSP00000412292	0	0	0	0	0.787	0	0	0.195	0.821
CDCA8	CHEK1	9606.ENSP00000362146	9606.ENSP00000388648	0	0	0	0	0.790	0	0	0.261	0.838
CDCA8	MCM10	9606.ENSP00000362146	9606.ENSP00000418268	0	0	0	0	0.783	0	0	0.370	0.857
